fecha,provincia,region,casos_diarios,fallecidos_diarios,poblacion,casos_acumulados,fallecidos_acumulados,casos_promedio_7d,fallecidos_promedio_7d,tasa_casos_100k,tasa_fallecidos_100k,mes,nombre_mes
2021-10-21,Chaco,NEA,206,3,1204541,37507,1014,192.4,4.6,17.1,0.2491,10,Octubre
2021-10-22,Chaco,NEA,195,8,1204541,37702,1022,189.9,5.0,16.19,0.6642,10,Octubre
2021-10-23,Chaco,NEA,147,5,1204541,37849,1027,189.3,5.3,12.2,0.4151,10,Octubre
2021-10-24,Chaco,NEA,148,6,1204541,37997,1033,187.7,5.4,12.29,0.4981,10,Octubre
2021-10-25,Chaco,NEA,194,3,1204541,38191,1036,184.0,5.1,16.11,0.2491,10,Octubre
2021-10-26,Chaco,NEA,187,7,1204541,38378,1043,180.1,5.4,15.52,0.5811,10,Octubre
2021-10-27,Chaco,NEA,211,4,1204541,38589,1047,184.0,5.1,17.52,0.3321,10,Octubre
2021-10-28,Chaco,NEA,182,5,1204541,38771,1052,180.6,5.4,15.11,0.4151,10,Octubre
2021-10-29,Chaco,NEA,172,2,1204541,38943,1054,177.3,4.6,14.28,0.166,10,Octubre
2021-10-30,Chaco,NEA,121,2,1204541,39064,1056,173.6,4.1,10.05,0.166,10,Octubre
2021-10-31,Chaco,NEA,122,6,1204541,39186,1062,169.9,4.1,10.13,0.4981,10,Octubre
2021-11-01,Chaco,NEA,167,3,1204541,39353,1065,166.0,4.1,13.86,0.2491,11,Noviembre
2021-11-02,Chaco,NEA,185,2,1204541,39538,1067,165.7,3.4,15.36,0.166,11,Noviembre
2021-11-03,Chaco,NEA,145,2,1204541,39683,1069,156.3,3.1,12.04,0.166,11,Noviembre
2021-11-04,Chaco,NEA,157,5,1204541,39840,1074,152.7,3.1,13.03,0.4151,11,Noviembre
2021-11-05,Chaco,NEA,164,3,1204541,40004,1077,151.6,3.3,13.62,0.2491,11,Noviembre
2021-11-06,Chaco,NEA,115,4,1204541,40119,1081,150.7,3.6,9.55,0.3321,11,Noviembre
2021-11-07,Chaco,NEA,125,4,1204541,40244,1085,151.1,3.3,10.38,0.3321,11,Noviembre
2021-11-08,Chaco,NEA,173,0,1204541,40417,1085,152.0,2.9,14.36,0.0,11,Noviembre
2021-11-09,Chaco,NEA,132,0,1204541,40549,1085,144.4,2.6,10.96,0.0,11,Noviembre
2021-11-10,Chaco,NEA,125,4,1204541,40674,1089,141.6,2.9,10.38,0.3321,11,Noviembre
2021-11-11,Chaco,NEA,145,2,1204541,40819,1091,139.9,2.4,12.04,0.166,11,Noviembre
2021-11-12,Chaco,NEA,133,5,1204541,40952,1096,135.4,2.7,11.04,0.4151,11,Noviembre
2021-11-13,Chaco,NEA,86,5,1204541,41038,1101,131.3,2.9,7.14,0.4151,11,Noviembre
2021-11-14,Chaco,NEA,94,4,1204541,41132,1105,126.9,2.9,7.8,0.3321,11,Noviembre
2021-11-15,Chaco,NEA,133,7,1204541,41265,1112,121.1,3.9,11.04,0.5811,11,Noviembre
2021-11-16,Chaco,NEA,117,3,1204541,41382,1115,119.0,4.3,9.71,0.2491,11,Noviembre
2021-11-17,Chaco,NEA,116,4,1204541,41498,1119,117.7,4.3,9.63,0.3321,11,Noviembre
2021-11-18,Chaco,NEA,111,1,1204541,41609,1120,112.9,4.1,9.22,0.083,11,Noviembre
2021-11-19,Chaco,NEA,112,7,1204541,41721,1127,109.9,4.4,9.3,0.5811,11,Noviembre
2021-11-20,Chaco,NEA,84,6,1204541,41805,1133,109.6,4.6,6.97,0.4981,11,Noviembre
2021-11-21,Chaco,NEA,68,2,1204541,41873,1135,105.9,4.3,5.65,0.166,11,Noviembre
2021-11-22,Chaco,NEA,99,3,1204541,41972,1138,101.0,3.7,8.22,0.2491,11,Noviembre
2021-11-23,Chaco,NEA,99,5,1204541,42071,1143,98.4,4.0,8.22,0.4151,11,Noviembre
2021-11-24,Chaco,NEA,101,2,1204541,42172,1145,96.3,3.7,8.38,0.166,11,Noviembre
2021-11-25,Chaco,NEA,101,1,1204541,42273,1146,94.9,3.7,8.38,0.083,11,Noviembre
2021-11-26,Chaco,NEA,119,4,1204541,42392,1150,95.9,3.3,9.88,0.3321,11,Noviembre
2021-11-27,Chaco,NEA,69,2,1204541,42461,1152,93.7,2.7,5.73,0.166,11,Noviembre
2021-11-28,Chaco,NEA,67,2,1204541,42528,1154,93.6,2.7,5.56,0.166,11,Noviembre
2021-11-29,Chaco,NEA,83,0,1204541,42611,1154,91.3,2.3,6.89,0.0,11,Noviembre
2021-11-30,Chaco,NEA,71,0,1204541,42682,1154,87.3,1.6,5.89,0.0,11,Noviembre
2021-12-01,Chaco,NEA,74,2,1204541,42756,1156,83.4,1.6,6.14,0.166,12,Diciembre
2021-12-02,Chaco,NEA,69,3,1204541,42825,1159,78.9,1.9,5.73,0.2491,12,Diciembre
2021-12-03,Chaco,NEA,80,1,1204541,42905,1160,73.3,1.4,6.64,0.083,12,Diciembre
2021-12-04,Chaco,NEA,37,4,1204541,42942,1164,68.7,1.7,3.07,0.3321,12,Diciembre
2021-12-05,Chaco,NEA,54,0,1204541,42996,1164,66.9,1.4,4.48,0.0,12,Diciembre
2021-12-06,Chaco,NEA,66,0,1204541,43062,1164,64.4,1.4,5.48,0.0,12,Diciembre
2021-12-07,Chaco,NEA,74,1,1204541,43136,1165,64.9,1.6,6.14,0.083,12,Diciembre
2021-12-08,Chaco,NEA,55,1,1204541,43191,1166,62.1,1.4,4.57,0.083,12,Diciembre
2021-12-09,Chaco,NEA,50,3,1204541,43241,1169,59.4,1.4,4.15,0.2491,12,Diciembre
2021-12-10,Chaco,NEA,54,0,1204541,43295,1169,55.7,1.3,4.48,0.0,12,Diciembre
2021-12-11,Chaco,NEA,36,4,1204541,43331,1173,55.6,1.3,2.99,0.3321,12,Diciembre
2021-12-12,Chaco,NEA,45,5,1204541,43376,1178,54.3,2.0,3.74,0.4151,12,Diciembre
2021-12-13,Chaco,NEA,63,1,1204541,43439,1179,53.9,2.1,5.23,0.083,12,Diciembre
2021-12-14,Chaco,NEA,74,3,1204541,43513,1182,53.9,2.4,6.14,0.2491,12,Diciembre
2021-12-15,Chaco,NEA,44,0,1204541,43557,1182,52.3,2.3,3.65,0.0,12,Diciembre
2021-12-16,Chaco,NEA,8,3,1204541,43565,1185,46.3,2.3,0.66,0.2491,12,Diciembre
2021-12-17,Chaco,NEA,42,3,1204541,43607,1188,44.6,2.7,3.49,0.2491,12,Diciembre
2021-12-18,Chaco,NEA,33,2,1204541,43640,1190,44.1,2.4,2.74,0.166,12,Diciembre
2021-12-19,Chaco,NEA,36,1,1204541,43676,1191,42.9,1.9,2.99,0.083,12,Diciembre
2021-12-20,Chaco,NEA,46,0,1204541,43722,1191,40.4,1.7,3.82,0.0,12,Diciembre
2021-12-21,Chaco,NEA,35,0,1204541,43757,1191,34.9,1.3,2.91,0.0,12,Diciembre
2021-12-22,Chaco,NEA,60,0,1204541,43817,1191,37.1,1.3,4.98,0.0,12,Diciembre
2021-12-23,Chaco,NEA,26,0,1204541,43843,1191,39.7,0.9,2.16,0.0,12,Diciembre
2021-12-24,Chaco,NEA,34,1,1204541,43877,1192,38.6,0.6,2.82,0.083,12,Diciembre
2021-12-25,Chaco,NEA,16,0,1204541,43893,1192,36.1,0.3,1.33,0.0,12,Diciembre
2021-12-26,Chaco,NEA,25,0,1204541,43918,1192,34.6,0.1,2.08,0.0,12,Diciembre
2021-12-27,Chaco,NEA,53,0,1204541,43971,1192,35.6,0.1,4.4,0.0,12,Diciembre
2021-12-28,Chaco,NEA,32,0,1204541,44003,1192,35.1,0.1,2.66,0.0,12,Diciembre
2021-12-29,Chaco,NEA,31,2,1204541,44034,1194,31.0,0.4,2.57,0.166,12,Diciembre
2021-12-30,Chaco,NEA,11,0,1204541,44045,1194,28.9,0.4,0.91,0.0,12,Diciembre
2021-12-31,Chaco,NEA,27,0,1204541,44072,1194,27.9,0.3,2.24,0.0,12,Diciembre
2021-01-01,Cordoba,Pampeana,22,0,3760450,22,0,22.0,0.0,0.59,0.0,1,Enero
2021-01-02,Cordoba,Pampeana,33,0,3760450,55,0,27.5,0.0,0.88,0.0,1,Enero
2021-01-03,Cordoba,Pampeana,49,2,3760450,104,2,34.7,0.7,1.3,0.0532,1,Enero
2021-01-04,Cordoba,Pampeana,43,1,3760450,147,3,36.8,0.8,1.14,0.0266,1,Enero
2021-01-05,Cordoba,Pampeana,9,2,3760450,156,5,31.2,1.0,0.24,0.0532,1,Enero
2021-01-06,Cordoba,Pampeana,44,0,3760450,200,5,33.3,0.8,1.17,0.0,1,Enero
2021-01-07,Cordoba,Pampeana,60,0,3760450,260,5,37.1,0.7,1.6,0.0,1,Enero
2021-01-08,Cordoba,Pampeana,22,0,3760450,282,5,37.1,0.7,0.59,0.0,1,Enero
2021-01-09,Cordoba,Pampeana,22,0,3760450,304,5,35.6,0.7,0.59,0.0,1,Enero
2021-01-10,Cordoba,Pampeana,24,6,3760450,328,11,32.0,1.3,0.64,0.1596,1,Enero
2021-01-11,Cordoba,Pampeana,18,0,3760450,346,11,28.4,1.1,0.48,0.0,1,Enero
2021-01-12,Cordoba,Pampeana,48,0,3760450,394,11,34.0,0.9,1.28,0.0,1,Enero
2021-01-13,Cordoba,Pampeana,32,2,3760450,426,13,32.3,1.1,0.85,0.0532,1,Enero
2021-01-14,Cordoba,Pampeana,44,2,3760450,470,15,30.0,1.4,1.17,0.0532,1,Enero
2021-01-15,Cordoba,Pampeana,16,3,3760450,486,18,29.1,1.9,0.43,0.0798,1,Enero
2021-01-16,Cordoba,Pampeana,18,1,3760450,504,19,28.6,2.0,0.48,0.0266,1,Enero
2021-01-17,Cordoba,Pampeana,35,2,3760450,539,21,30.1,1.4,0.93,0.0532,1,Enero
2021-01-18,Cordoba,Pampeana,27,4,3760450,566,25,31.4,2.0,0.72,0.1064,1,Enero
2021-01-19,Cordoba,Pampeana,71,0,3760450,637,25,34.7,2.0,1.89,0.0,1,Enero
2021-01-20,Cordoba,Pampeana,27,0,3760450,664,25,34.0,1.7,0.72,0.0,1,Enero
2021-01-21,Cordoba,Pampeana,40,0,3760450,704,25,33.4,1.4,1.06,0.0,1,Enero
2021-01-22,Cordoba,Pampeana,55,0,3760450,759,25,39.0,1.0,1.46,0.0,1,Enero
2021-01-23,Cordoba,Pampeana,5,3,3760450,764,28,37.1,1.3,0.13,0.0798,1,Enero
2021-01-24,Cordoba,Pampeana,5,2,3760450,769,30,32.9,1.3,0.13,0.0532,1,Enero
2021-01-25,Cordoba,Pampeana,5,1,3760450,774,31,29.7,0.9,0.13,0.0266,1,Enero
2021-01-26,Cordoba,Pampeana,62,0,3760450,836,31,28.4,0.9,1.65,0.0,1,Enero
2021-01-27,Cordoba,Pampeana,24,0,3760450,860,31,28.0,0.9,0.64,0.0,1,Enero
2021-01-28,Cordoba,Pampeana,90,0,3760450,950,31,35.1,0.9,2.39,0.0,1,Enero
2021-01-29,Cordoba,Pampeana,24,3,3760450,974,34,30.7,1.3,0.64,0.0798,1,Enero
2021-01-30,Cordoba,Pampeana,28,4,3760450,1002,38,34.0,1.4,0.74,0.1064,1,Enero
2021-01-31,Cordoba,Pampeana,48,3,3760450,1050,41,40.1,1.6,1.28,0.0798,1,Enero
2021-02-01,Cordoba,Pampeana,79,0,3760450,1129,41,50.7,1.4,2.1,0.0,2,Febrero
2021-02-02,Cordoba,Pampeana,80,4,3760450,1209,45,53.3,2.0,2.13,0.1064,2,Febrero
2021-02-03,Cordoba,Pampeana,63,0,3760450,1272,45,58.9,2.0,1.68,0.0,2,Febrero
2021-02-04,Cordoba,Pampeana,59,0,3760450,1331,45,54.4,2.0,1.57,0.0,2,Febrero
2021-02-05,Cordoba,Pampeana,51,0,3760450,1382,45,58.3,1.6,1.36,0.0,2,Febrero
2021-02-06,Cordoba,Pampeana,38,0,3760450,1420,45,59.7,1.0,1.01,0.0,2,Febrero
2021-02-07,Cordoba,Pampeana,19,1,3760450,1439,46,55.6,0.7,0.51,0.0266,2,Febrero
2021-02-08,Cordoba,Pampeana,22,0,3760450,1461,46,47.4,0.7,0.59,0.0,2,Febrero
2021-02-09,Cordoba,Pampeana,40,0,3760450,1501,46,41.7,0.1,1.06,0.0,2,Febrero
2021-02-10,Cordoba,Pampeana,37,3,3760450,1538,49,38.0,0.6,0.98,0.0798,2,Febrero
2021-02-11,Cordoba,Pampeana,32,0,3760450,1570,49,34.1,0.6,0.85,0.0,2,Febrero
2021-02-12,Cordoba,Pampeana,57,0,3760450,1627,49,35.0,0.6,1.52,0.0,2,Febrero
2021-02-13,Cordoba,Pampeana,44,3,3760450,1671,52,35.9,1.0,1.17,0.0798,2,Febrero
2021-02-14,Cordoba,Pampeana,32,0,3760450,1703,52,37.7,0.9,0.85,0.0,2,Febrero
2021-02-15,Cordoba,Pampeana,76,0,3760450,1779,52,45.4,0.9,2.02,0.0,2,Febrero
2021-02-16,Cordoba,Pampeana,22,3,3760450,1801,55,42.9,1.3,0.59,0.0798,2,Febrero
2021-02-17,Cordoba,Pampeana,43,4,3760450,1844,59,43.7,1.4,1.14,0.1064,2,Febrero
2021-02-18,Cordoba,Pampeana,33,0,3760450,1877,59,43.9,1.4,0.88,0.0,2,Febrero
2021-02-19,Cordoba,Pampeana,10,1,3760450,1887,60,37.1,1.6,0.27,0.0266,2,Febrero
2021-02-20,Cordoba,Pampeana,34,0,3760450,1921,60,35.7,1.1,0.9,0.0,2,Febrero
2021-02-21,Cordoba,Pampeana,34,1,3760450,1955,61,36.0,1.3,0.9,0.0266,2,Febrero
2021-02-22,Cordoba,Pampeana,85,0,3760450,2040,61,37.3,1.3,2.26,0.0,2,Febrero
2021-02-23,Cordoba,Pampeana,69,1,3760450,2109,62,44.0,1.0,1.83,0.0266,2,Febrero
2021-02-24,Cordoba,Pampeana,36,2,3760450,2145,64,43.0,0.7,0.96,0.0532,2,Febrero
2021-02-25,Cordoba,Pampeana,98,0,3760450,2243,64,52.3,0.7,2.61,0.0,2,Febrero
2021-02-26,Cordoba,Pampeana,87,0,3760450,2330,64,63.3,0.6,2.31,0.0,2,Febrero
2021-02-27,Cordoba,Pampeana,53,0,3760450,2383,64,66.0,0.6,1.41,0.0,2,Febrero
2021-02-28,Cordoba,Pampeana,43,1,3760450,2426,65,67.3,0.6,1.14,0.0266,2,Febrero
2021-03-01,Cordoba,Pampeana,48,1,3760450,2474,66,62.0,0.7,1.28,0.0266,3,Marzo
2021-03-02,Cordoba,Pampeana,63,2,3760450,2537,68,61.1,0.9,1.68,0.0532,3,Marzo
2021-03-03,Cordoba,Pampeana,97,2,3760450,2634,70,69.9,0.9,2.58,0.0532,3,Marzo
2021-03-04,Cordoba,Pampeana,117,3,3760450,2751,73,72.6,1.3,3.11,0.0798,3,Marzo
2021-03-05,Cordoba,Pampeana,113,0,3760450,2864,73,76.3,1.3,3.0,0.0,3,Marzo
2021-03-06,Cordoba,Pampeana,52,0,3760450,2916,73,76.1,1.3,1.38,0.0,3,Marzo
2021-03-07,Cordoba,Pampeana,45,3,3760450,2961,76,76.4,1.6,1.2,0.0798,3,Marzo
2021-03-08,Cordoba,Pampeana,95,0,3760450,3056,76,83.1,1.4,2.53,0.0,3,Marzo
2021-03-09,Cordoba,Pampeana,59,2,3760450,3115,78,82.6,1.4,1.57,0.0532,3,Marzo
2021-03-10,Cordoba,Pampeana,107,0,3760450,3222,78,84.0,1.1,2.85,0.0,3,Marzo
2021-03-11,Cordoba,Pampeana,102,5,3760450,3324,83,81.9,1.4,2.71,0.133,3,Marzo
2021-03-12,Cordoba,Pampeana,101,2,3760450,3425,85,80.1,1.7,2.69,0.0532,3,Marzo
2021-03-13,Cordoba,Pampeana,57,2,3760450,3482,87,80.9,2.0,1.52,0.0532,3,Marzo
2021-03-14,Cordoba,Pampeana,92,5,3760450,3574,92,87.6,2.3,2.45,0.133,3,Marzo
2021-03-15,Cordoba,Pampeana,115,0,3760450,3689,92,90.4,2.3,3.06,0.0,3,Marzo
2021-03-16,Cordoba,Pampeana,108,1,3760450,3797,93,97.4,2.1,2.87,0.0266,3,Marzo
2021-03-17,Cordoba,Pampeana,78,0,3760450,3875,93,93.3,2.1,2.07,0.0,3,Marzo
2021-03-18,Cordoba,Pampeana,145,1,3760450,4020,94,99.4,1.6,3.86,0.0266,3,Marzo
2021-03-19,Cordoba,Pampeana,189,3,3760450,4209,97,112.0,1.7,5.03,0.0798,3,Marzo
2021-03-20,Cordoba,Pampeana,136,4,3760450,4345,101,123.3,2.0,3.62,0.1064,3,Marzo
2021-03-21,Cordoba,Pampeana,110,5,3760450,4455,106,125.9,2.0,2.93,0.133,3,Marzo
2021-03-22,Cordoba,Pampeana,161,0,3760450,4616,106,132.4,2.0,4.28,0.0,3,Marzo
2021-03-23,Cordoba,Pampeana,192,4,3760450,4808,110,144.4,2.4,5.11,0.1064,3,Marzo
2021-03-24,Cordoba,Pampeana,169,2,3760450,4977,112,157.4,2.7,4.49,0.0532,3,Marzo
2021-03-25,Cordoba,Pampeana,205,4,3760450,5182,116,166.0,3.1,5.45,0.1064,3,Marzo
2021-03-26,Cordoba,Pampeana,223,9,3760450,5405,125,170.9,4.0,5.93,0.2393,3,Marzo
2021-03-27,Cordoba,Pampeana,169,5,3760450,5574,130,175.6,4.1,4.49,0.133,3,Marzo
2021-03-28,Cordoba,Pampeana,156,7,3760450,5730,137,182.1,4.4,4.15,0.1861,3,Marzo
2021-03-29,Cordoba,Pampeana,231,9,3760450,5961,146,192.1,5.7,6.14,0.2393,3,Marzo
2021-03-30,Cordoba,Pampeana,226,8,3760450,6187,154,197.0,6.3,6.01,0.2127,3,Marzo
2021-03-31,Cordoba,Pampeana,237,5,3760450,6424,159,206.7,6.7,6.3,0.133,3,Marzo
2021-04-01,Cordoba,Pampeana,260,3,3760450,6684,162,214.6,6.6,6.91,0.0798,4,Abril
2021-04-02,Cordoba,Pampeana,283,6,3760450,6967,168,223.1,6.1,7.53,0.1596,4,Abril
2021-04-03,Cordoba,Pampeana,213,5,3760450,7180,173,229.4,6.1,5.66,0.133,4,Abril
2021-04-04,Cordoba,Pampeana,195,4,3760450,7375,177,235.0,5.7,5.19,0.1064,4,Abril
2021-04-05,Cordoba,Pampeana,338,7,3760450,7713,184,250.3,5.4,8.99,0.1861,4,Abril
2021-04-06,Cordoba,Pampeana,312,8,3760450,8025,192,262.6,5.4,8.3,0.2127,4,Abril
2021-04-07,Cordoba,Pampeana,329,11,3760450,8354,203,275.7,6.3,8.75,0.2925,4,Abril
2021-04-08,Cordoba,Pampeana,325,7,3760450,8679,210,285.0,6.9,8.64,0.1861,4,Abril
2021-04-09,Cordoba,Pampeana,301,8,3760450,8980,218,287.6,7.1,8.0,0.2127,4,Abril
2021-04-10,Cordoba,Pampeana,267,7,3760450,9247,225,295.3,7.4,7.1,0.1861,4,Abril
2021-04-11,Cordoba,Pampeana,273,10,3760450,9520,235,306.4,8.3,7.26,0.2659,4,Abril
2021-04-12,Cordoba,Pampeana,380,9,3760450,9900,244,312.4,8.6,10.11,0.2393,4,Abril
2021-04-13,Cordoba,Pampeana,398,7,3760450,10298,251,324.7,8.4,10.58,0.1861,4,Abril
2021-04-14,Cordoba,Pampeana,419,9,3760450,10717,260,337.6,8.1,11.14,0.2393,4,Abril
2021-04-15,Cordoba,Pampeana,386,10,3760450,11103,270,346.3,8.6,10.26,0.2659,4,Abril
2021-04-16,Cordoba,Pampeana,419,10,3760450,11522,280,363.1,8.9,11.14,0.2659,4,Abril
2021-04-17,Cordoba,Pampeana,320,12,3760450,11842,292,370.7,9.6,8.51,0.3191,4,Abril
2021-04-18,Cordoba,Pampeana,298,8,3760450,12140,300,374.3,9.3,7.92,0.2127,4,Abril
2021-04-19,Cordoba,Pampeana,469,9,3760450,12609,309,387.0,9.3,12.47,0.2393,4,Abril
2021-04-20,Cordoba,Pampeana,444,12,3760450,13053,321,393.6,10.0,11.81,0.3191,4,Abril
2021-04-21,Cordoba,Pampeana,493,9,3760450,13546,330,404.1,10.0,13.11,0.2393,4,Abril
2021-04-22,Cordoba,Pampeana,492,11,3760450,14038,341,419.3,10.1,13.08,0.2925,4,Abril
2021-04-23,Cordoba,Pampeana,468,7,3760450,14506,348,426.3,9.7,12.45,0.1861,4,Abril
2021-04-24,Cordoba,Pampeana,375,18,3760450,14881,366,434.1,10.6,9.97,0.4787,4,Abril
2021-04-25,Cordoba,Pampeana,353,12,3760450,15234,378,442.0,11.1,9.39,0.3191,4,Abril
2021-04-26,Cordoba,Pampeana,512,15,3760450,15746,393,448.1,12.0,13.62,0.3989,4,Abril
2021-04-27,Cordoba,Pampeana,541,12,3760450,16287,405,462.0,12.0,14.39,0.3191,4,Abril
2021-04-28,Cordoba,Pampeana,568,13,3760450,16855,418,472.7,12.6,15.1,0.3457,4,Abril
2021-04-29,Cordoba,Pampeana,530,15,3760450,17385,433,478.1,13.1,14.09,0.3989,4,Abril
2021-04-30,Cordoba,Pampeana,559,15,3760450,17944,448,491.1,14.3,14.87,0.3989,4,Abril
2021-05-01,Cordoba,Pampeana,401,13,3760450,18345,461,494.9,13.6,10.66,0.3457,5,Mayo
2021-05-02,Cordoba,Pampeana,409,14,3760450,18754,475,502.9,13.9,10.88,0.3723,5,Mayo
2021-05-03,Cordoba,Pampeana,579,16,3760450,19333,491,512.4,14.0,15.4,0.4255,5,Mayo
2021-05-04,Cordoba,Pampeana,572,18,3760450,19905,509,516.9,14.9,15.21,0.4787,5,Mayo
2021-05-05,Cordoba,Pampeana,566,13,3760450,20471,522,516.6,14.9,15.05,0.3457,5,Mayo
2021-05-06,Cordoba,Pampeana,589,17,3760450,21060,539,525.0,15.1,15.66,0.4521,5,Mayo
2021-05-07,Cordoba,Pampeana,567,13,3760450,21627,552,526.1,14.9,15.08,0.3457,5,Mayo
2021-05-08,Cordoba,Pampeana,371,16,3760450,21998,568,521.9,15.3,9.87,0.4255,5,Mayo
2021-05-09,Cordoba,Pampeana,422,16,3760450,22420,584,523.7,15.6,11.22,0.4255,5,Mayo
2021-05-10,Cordoba,Pampeana,613,13,3760450,23033,597,528.6,15.1,16.3,0.3457,5,Mayo
2021-05-11,Cordoba,Pampeana,545,12,3760450,23578,609,524.7,14.3,14.49,0.3191,5,Mayo
2021-05-12,Cordoba,Pampeana,573,16,3760450,24151,625,525.7,14.7,15.24,0.4255,5,Mayo
2021-05-13,Cordoba,Pampeana,606,12,3760450,24757,637,528.1,14.0,16.12,0.3191,5,Mayo
2021-05-14,Cordoba,Pampeana,635,12,3760450,25392,649,537.9,13.9,16.89,0.3191,5,Mayo
2021-05-15,Cordoba,Pampeana,413,13,3760450,25805,662,543.9,13.4,10.98,0.3457,5,Mayo
2021-05-16,Cordoba,Pampeana,400,13,3760450,26205,675,540.7,13.0,10.64,0.3457,5,Mayo
2021-05-17,Cordoba,Pampeana,580,16,3760450,26785,691,536.0,13.4,15.42,0.4255,5,Mayo
2021-05-18,Cordoba,Pampeana,608,15,3760450,27393,706,545.0,13.9,16.17,0.3989,5,Mayo
2021-05-19,Cordoba,Pampeana,561,15,3760450,27954,721,543.3,13.7,14.92,0.3989,5,Mayo
2021-05-20,Cordoba,Pampeana,553,14,3760450,28507,735,535.7,14.0,14.71,0.3723,5,Mayo
2021-05-21,Cordoba,Pampeana,554,12,3760450,29061,747,524.1,14.0,14.73,0.3191,5,Mayo
2021-05-22,Cordoba,Pampeana,377,15,3760450,29438,762,519.0,14.3,10.03,0.3989,5,Mayo
2021-05-23,Cordoba,Pampeana,388,16,3760450,29826,778,517.3,14.7,10.32,0.4255,5,Mayo
2021-05-24,Cordoba,Pampeana,579,14,3760450,30405,792,517.1,14.4,15.4,0.3723,5,Mayo
2021-05-25,Cordoba,Pampeana,544,14,3760450,30949,806,508.0,14.3,14.47,0.3723,5,Mayo
2021-05-26,Cordoba,Pampeana,524,11,3760450,31473,817,502.7,13.7,13.93,0.2925,5,Mayo
2021-05-27,Cordoba,Pampeana,514,12,3760450,31987,829,497.1,13.4,13.67,0.3191,5,Mayo
2021-05-28,Cordoba,Pampeana,479,11,3760450,32466,840,486.4,13.3,12.74,0.2925,5,Mayo
2021-05-29,Cordoba,Pampeana,365,12,3760450,32831,852,484.7,12.9,9.71,0.3191,5,Mayo
2021-05-30,Cordoba,Pampeana,344,9,3760450,33175,861,478.4,11.9,9.15,0.2393,5,Mayo
2021-05-31,Cordoba,Pampeana,479,9,3760450,33654,870,464.1,11.1,12.74,0.2393,5,Mayo
2021-06-01,Cordoba,Pampeana,540,11,3760450,34194,881,463.6,10.7,14.36,0.2925,6,Junio
2021-06-02,Cordoba,Pampeana,469,10,3760450,34663,891,455.7,10.6,12.47,0.2659,6,Junio
2021-06-03,Cordoba,Pampeana,437,11,3760450,35100,902,444.7,10.4,11.62,0.2925,6,Junio
2021-06-04,Cordoba,Pampeana,433,10,3760450,35533,912,438.1,10.3,11.51,0.2659,6,Junio
2021-06-05,Cordoba,Pampeana,318,11,3760450,35851,923,431.4,10.1,8.46,0.2925,6,Junio
2021-06-06,Cordoba,Pampeana,295,12,3760450,36146,935,424.4,10.6,7.84,0.3191,6,Junio
2021-06-07,Cordoba,Pampeana,379,9,3760450,36525,944,410.1,10.6,10.08,0.2393,6,Junio
2021-06-08,Cordoba,Pampeana,417,9,3760450,36942,953,392.6,10.3,11.09,0.2393,6,Junio
2021-06-09,Cordoba,Pampeana,372,12,3760450,37314,965,378.7,10.6,9.89,0.3191,6,Junio
2021-06-10,Cordoba,Pampeana,414,9,3760450,37728,974,375.4,10.3,11.01,0.2393,6,Junio
2021-06-11,Cordoba,Pampeana,387,8,3760450,38115,982,368.9,10.0,10.29,0.2127,6,Junio
2021-06-12,Cordoba,Pampeana,240,9,3760450,38355,991,357.7,9.7,6.38,0.2393,6,Junio
2021-06-13,Cordoba,Pampeana,258,8,3760450,38613,999,352.4,9.1,6.86,0.2127,6,Junio
2021-06-14,Cordoba,Pampeana,332,7,3760450,38945,1006,345.7,8.9,8.83,0.1861,6,Junio
2021-06-15,Cordoba,Pampeana,338,6,3760450,39283,1012,334.4,8.4,8.99,0.1596,6,Junio
2021-06-16,Cordoba,Pampeana,319,6,3760450,39602,1018,326.9,7.6,8.48,0.1596,6,Junio
2021-06-17,Cordoba,Pampeana,280,8,3760450,39882,1026,307.7,7.4,7.45,0.2127,6,Junio
2021-06-18,Cordoba,Pampeana,274,5,3760450,40156,1031,291.6,7.0,7.29,0.133,6,Junio
2021-06-19,Cordoba,Pampeana,209,6,3760450,40365,1037,287.1,6.6,5.56,0.1596,6,Junio
2021-06-20,Cordoba,Pampeana,182,8,3760450,40547,1045,276.3,6.6,4.84,0.2127,6,Junio
2021-06-21,Cordoba,Pampeana,249,6,3760450,40796,1051,264.4,6.4,6.62,0.1596,6,Junio
2021-06-22,Cordoba,Pampeana,228,7,3760450,41024,1058,248.7,6.6,6.06,0.1861,6,Junio
2021-06-23,Cordoba,Pampeana,247,2,3760450,41271,1060,238.4,6.0,6.57,0.0532,6,Junio
2021-06-24,Cordoba,Pampeana,272,5,3760450,41543,1065,237.3,5.6,7.23,0.133,6,Junio
2021-06-25,Cordoba,Pampeana,198,5,3760450,41741,1070,226.4,5.6,5.27,0.133,6,Junio
2021-06-26,Cordoba,Pampeana,148,5,3760450,41889,1075,217.7,5.4,3.94,0.133,6,Junio
2021-06-27,Cordoba,Pampeana,163,2,3760450,42052,1077,215.0,4.6,4.33,0.0532,6,Junio
2021-06-28,Cordoba,Pampeana,194,7,3760450,42246,1084,207.1,4.7,5.16,0.1861,6,Junio
2021-06-29,Cordoba,Pampeana,197,3,3760450,42443,1087,202.7,4.1,5.24,0.0798,6,Junio
