id_transaccion,monto_usd,pais,hora,es_fraude,alerta_modelo
3601,638.44,BR,10,0,0
3602,153.18,CL,10,0,0
3603,1115.25,MX,0,0,0
3604,1096.19,AR,7,0,0
3605,19054.8,MX,19,0,0
3606,1857.26,BR,18,0,0
3607,4644.65,MX,2,0,0
3608,461.81,CL,2,0,0
3609,901.79,MX,19,0,0
3610,1532.53,CL,16,0,0
3611,824.7,AR,14,0,0
3612,1429.17,BR,18,0,0
3613,2104.07,US,20,0,0
3614,2230.34,CL,23,0,0
3615,578.83,CL,18,0,0
3616,3777.68,AR,20,0,0
3617,215.27,AR,21,0,1
3618,697.61,AR,19,0,0
3619,1524.15,US,19,0,0
3620,1065.97,BR,21,0,0
3621,1095.0,AR,5,0,0
3622,1345.18,US,21,0,0
3623,477.52,US,14,0,0
3624,822.28,AR,11,0,0
3625,3093.67,CL,19,0,0
3626,672.44,CL,3,0,0
3627,1086.82,MX,1,0,0
3628,3338.45,US,0,0,0
3629,6598.82,AR,2,0,0
3630,1132.42,CL,14,0,0
3631,7338.38,US,2,0,0
3632,4661.72,AR,6,0,0
3633,863.21,AR,0,0,0
3634,1765.47,BR,13,0,0
3635,837.19,AR,11,0,0
3636,172.25,US,17,0,0
3637,9369.69,MX,4,0,0
3638,3750.41,BR,0,0,0
3639,2661.51,BR,11,0,0
3640,966.2,BR,0,0,1
3641,6840.42,CL,11,0,0
3642,5854.91,CL,17,0,0
3643,850.33,US,0,0,0
3644,611.21,MX,22,0,0
3645,1017.89,AR,12,0,0
3646,995.65,US,14,0,0
3647,429.82,MX,22,0,0
3648,1519.41,BR,13,0,0
3649,923.32,AR,0,0,0
3650,2031.72,MX,8,0,0
3651,445.86,MX,17,0,0
3652,362.58,AR,6,0,0
3653,1770.74,MX,4,0,0
3654,3342.44,US,17,0,0
3655,219.33,CL,12,0,0
3656,3493.58,AR,8,0,0
3657,5692.99,MX,0,0,0
3658,1587.77,BR,2,0,0
3659,595.82,AR,1,0,0
3660,1201.26,CL,15,0,0
3661,2017.07,CL,12,0,0
3662,410.45,BR,14,0,0
3663,3820.72,US,5,0,0
3664,4402.42,AR,5,0,0
3665,2536.15,CL,7,0,0
3666,2959.28,BR,21,0,0
3667,8838.18,BR,20,0,0
3668,405.64,AR,14,0,0
3669,132.77,BR,20,0,0
3670,1550.47,CL,15,0,0
3671,1043.29,BR,9,1,1
3672,1395.74,AR,1,0,0
3673,183.09,BR,2,0,0
3674,1913.93,US,9,0,0
3675,487.19,BR,3,0,0
3676,1172.18,AR,13,1,1
3677,369.62,AR,13,0,0
3678,901.67,MX,1,0,0
3679,1417.12,AR,8,0,0
3680,4967.24,MX,18,0,0
3681,828.47,AR,23,0,0
3682,4091.33,MX,12,0,0
3683,2367.94,CL,6,0,0
3684,690.68,CL,20,0,0
3685,61.42,US,10,0,0
3686,594.43,AR,10,0,0
3687,634.58,US,1,0,0
3688,2380.53,MX,17,0,0
3689,1524.23,MX,11,0,0
3690,801.04,AR,20,0,0
3691,1044.53,US,15,0,0
3692,357.6,CL,20,0,0
3693,340.99,BR,18,0,0
3694,10819.95,BR,9,0,0
3695,1272.82,AR,10,0,0
3696,869.45,CL,19,0,0
3697,287.09,BR,5,0,0
3698,88.14,CL,2,0,0
3699,555.09,AR,22,0,0
3700,1427.72,AR,17,0,0
3701,2272.35,CL,6,0,0
3702,2284.52,AR,2,0,0
3703,673.74,MX,21,0,0
3704,2784.58,AR,21,0,0
3705,455.1,CL,11,0,0
3706,1388.4,AR,7,0,0
3707,168.63,CL,17,0,0
3708,1071.06,AR,9,0,0
3709,2011.14,US,10,0,0
3710,387.18,AR,16,0,0
3711,1639.91,BR,22,0,0
3712,7916.63,MX,22,0,0
3713,576.79,US,20,0,0
3714,170.83,US,18,0,0
3715,579.97,US,12,0,0
3716,5300.78,BR,2,0,0
3717,692.53,AR,1,0,0
3718,2519.28,AR,3,0,1
3719,1967.29,US,8,0,0
3720,225.46,MX,4,0,0
3721,1829.72,BR,11,0,0
3722,781.37,AR,13,0,0
3723,1096.88,AR,5,0,0
3724,3892.93,CL,2,0,0
3725,1378.69,CL,8,0,0
3726,256.33,AR,7,0,0
3727,340.42,BR,1,0,0
3728,1654.18,AR,3,0,0
3729,346.08,AR,15,0,0
3730,176.39,AR,16,0,0
3731,1181.68,MX,5,0,0
3732,2914.65,CL,2,0,0
3733,648.04,CL,20,0,0
3734,297.39,CL,12,0,0
3735,849.44,AR,8,0,0
3736,6727.79,MX,7,0,0
3737,579.02,AR,12,0,0
3738,2190.26,AR,15,0,0
3739,1778.09,AR,3,0,0
3740,1361.06,MX,13,0,0
3741,1692.62,US,12,0,0
3742,3134.15,BR,9,0,0
3743,1995.3,CL,8,0,0
3744,3081.28,BR,15,0,0
3745,11053.13,AR,23,0,0
3746,656.15,BR,18,0,0
3747,4026.98,BR,6,0,0
3748,1311.35,AR,17,0,0
3749,979.02,US,6,0,0
3750,1443.48,US,2,0,0
3751,2530.63,MX,13,0,0
3752,3033.83,BR,22,0,0
3753,670.85,AR,22,0,1
3754,1231.03,CL,16,0,0
3755,2406.07,BR,6,0,0
3756,8296.36,AR,0,0,0
3757,105.51,AR,3,0,0
3758,2959.39,MX,3,0,0
3759,687.53,AR,9,0,0
3760,1250.39,US,16,0,0
3761,440.87,AR,4,0,1
3762,5996.52,CL,13,0,0
3763,1084.67,MX,9,0,0
3764,1859.72,AR,19,0,0
3765,1979.38,BR,19,0,0
3766,1170.49,BR,11,0,0
3767,1789.5,BR,8,0,0
3768,913.83,MX,7,0,0
3769,1296.51,US,15,0,0
3770,329.61,BR,21,0,0
3771,1173.45,AR,5,0,0
3772,4662.9,MX,21,0,0
3773,411.48,CL,0,0,0
3774,5141.47,AR,23,0,0
3775,1909.64,BR,21,0,0
3776,376.28,CL,9,0,0
3777,852.2,AR,18,0,0
3778,215.75,BR,16,0,0
3779,1351.2,US,19,0,0
3780,878.88,AR,5,0,0
3781,790.26,US,19,0,0
3782,4977.57,MX,23,0,0
3783,2909.37,AR,9,0,0
3784,1220.79,CL,0,0,0
3785,1726.82,AR,8,0,0
3786,325.01,MX,15,0,0
3787,1503.27,BR,20,0,0
3788,1467.17,AR,0,0,0
3789,2765.71,US,4,0,0
3790,731.69,AR,9,0,0
3791,960.78,AR,19,0,0
3792,1800.61,MX,6,0,0
3793,2725.53,US,16,0,0
3794,333.3,MX,16,0,0
3795,9033.81,MX,0,0,0
3796,1912.4,CL,8,0,0
3797,171.98,MX,22,0,0
3798,2260.99,AR,13,0,0
3799,752.24,AR,13,0,0
3800,211.67,MX,18,0,0
3801,4168.52,BR,18,0,0
3802,689.19,BR,22,0,0
3803,5874.01,AR,20,0,0
3804,1124.9,BR,9,0,0
3805,5849.86,BR,22,0,0
3806,2910.43,AR,0,0,0
3807,209.15,AR,15,0,0
3808,1613.37,AR,21,0,0
3809,318.05,BR,20,0,0
3810,2181.31,AR,14,0,0
3811,7287.33,MX,10,0,0
3812,4296.84,BR,2,0,0
3813,906.14,MX,14,0,0
3814,284.95,BR,11,0,0
3815,4954.86,CL,21,0,0
3816,2091.62,US,9,0,0
3817,430.26,BR,23,0,0
3818,770.91,US,8,0,0
3819,631.36,MX,14,0,0
3820,3824.97,BR,20,0,0
3821,520.83,BR,23,0,0
3822,802.03,CL,9,0,0
3823,1318.59,CL,19,0,0
3824,7176.71,AR,4,0,0
3825,4436.57,BR,5,0,0
3826,759.04,AR,12,0,0
3827,2555.19,US,17,0,0
3828,644.09,AR,22,0,0
3829,307.02,CL,17,0,0
3830,10263.61,AR,3,0,0
3831,4150.4,AR,13,0,0
3832,1276.6,BR,9,0,0
3833,1355.65,US,17,0,0
3834,3433.44,MX,18,0,0
3835,701.21,AR,21,0,0
3836,571.29,US,23,0,0
3837,4264.2,BR,6,0,0
3838,184.15,US,20,0,0
3839,1057.98,AR,19,0,0
3840,4186.66,US,4,0,0
3841,80.1,AR,3,0,1
3842,2585.91,CL,0,0,0
3843,865.57,AR,17,0,0
3844,553.45,MX,23,0,0
3845,816.61,AR,18,0,0
3846,1736.56,AR,1,0,0
3847,155.69,MX,12,0,0
3848,1410.15,MX,5,0,0
3849,198.85,MX,7,0,0
3850,486.16,AR,16,0,0
3851,486.17,AR,7,0,0
3852,2377.16,BR,21,0,0
3853,3886.24,AR,13,0,0
3854,1427.53,MX,0,0,0
3855,237.06,US,14,0,0
3856,6256.19,AR,9,0,0
3857,1545.79,MX,11,0,0
3858,4356.75,US,7,0,0
3859,319.19,MX,3,0,0
3860,1001.32,BR,13,0,0
3861,102.71,BR,1,0,0
3862,3285.14,AR,5,0,0
3863,531.88,BR,5,0,0
3864,5008.92,CL,12,0,0
3865,614.99,AR,15,0,0
3866,202.21,US,23,0,0
3867,2290.54,AR,1,0,0
3868,3305.55,BR,1,0,0
3869,134.73,BR,17,0,0
3870,369.55,AR,2,0,0
3871,916.57,BR,18,0,0
3872,1068.08,CL,23,0,0
3873,979.16,AR,23,0,0
3874,1028.1,US,1,0,0
3875,662.71,BR,9,0,0
3876,1559.83,CL,10,0,0
3877,606.24,MX,10,0,0
3878,1871.65,AR,17,0,0
3879,802.78,BR,15,0,0
3880,8887.52,BR,16,0,0
3881,1973.05,MX,4,0,0
3882,507.97,US,18,0,0
3883,7360.56,MX,4,0,0
3884,957.89,AR,2,0,0
3885,123.26,AR,20,0,0
3886,1362.63,MX,1,0,0
3887,2599.33,BR,16,0,0
3888,2894.45,US,6,0,0
3889,1181.71,AR,0,0,0
3890,694.27,CL,5,0,0
3891,1697.11,AR,20,0,0
3892,1485.35,CL,20,0,0
3893,1460.56,BR,23,0,0
3894,225.91,US,2,0,0
3895,2367.16,AR,4,0,0
3896,166.99,CL,23,0,0
3897,5881.23,BR,5,0,0
3898,755.37,US,2,0,0
3899,2359.68,CL,4,0,0
3900,154.43,BR,1,0,0
3901,1726.69,AR,14,0,1
3902,1301.18,AR,18,0,0
3903,943.68,US,6,0,0
3904,831.57,US,13,0,0
3905,634.26,AR,15,0,0
3906,12440.36,AR,17,0,0
3907,326.0,AR,17,0,0
3908,8842.62,MX,12,0,0
3909,495.11,AR,14,0,0
3910,142.62,AR,1,0,0
3911,22386.95,MX,13,0,0
3912,1353.41,AR,3,0,0
3913,2005.79,AR,4,0,0
3914,957.21,US,1,0,0
3915,230.42,BR,13,0,0
3916,2269.68,AR,6,0,0
3917,716.74,CL,21,0,0
3918,9821.8,CL,11,0,0
3919,3268.94,BR,0,0,0
3920,854.3,BR,8,0,0
3921,1513.27,CL,6,0,0
3922,655.84,BR,0,0,0
3923,689.65,AR,11,0,0
3924,907.46,MX,16,0,0
3925,1105.63,CL,15,0,0
3926,2408.64,AR,2,0,0
3927,3052.01,AR,6,0,0
3928,2456.75,AR,7,0,0
3929,2833.73,AR,4,0,0
3930,477.01,MX,8,0,0
3931,437.62,BR,10,0,0
3932,1394.8,AR,2,0,0
3933,7218.13,CL,20,0,0
3934,221.66,CL,11,0,0
3935,1284.24,BR,23,0,0
3936,942.99,US,17,0,0
3937,1926.02,US,12,0,0
3938,1086.13,MX,5,0,0
3939,415.22,AR,1,0,0
3940,2072.8,BR,19,0,0
3941,272.31,AR,0,0,0
3942,2183.46,BR,10,0,0
3943,1950.41,AR,13,0,0
3944,2524.04,CL,17,0,0
3945,604.37,AR,22,0,0
3946,1780.54,AR,6,0,0
3947,396.51,AR,6,0,0
3948,5430.82,MX,13,0,0
3949,4210.46,BR,3,0,0
3950,404.38,BR,18,0,0
3951,2596.2,US,21,0,0
3952,1671.64,BR,9,0,0
3953,282.22,AR,21,0,0
3954,1558.03,BR,16,0,0
3955,856.19,BR,12,0,0
3956,9882.94,CL,19,0,0
3957,959.16,AR,20,0,0
3958,951.4,MX,7,0,0
3959,306.53,AR,7,0,0
3960,1363.47,US,12,0,0
3961,2233.05,BR,20,0,0
3962,541.87,CL,8,0,0
3963,523.45,CL,15,0,0
3964,505.18,BR,9,0,0
3965,267.91,BR,4,0,0
3966,1199.69,AR,6,0,0
3967,661.9,US,0,0,0
3968,2685.45,BR,16,0,0
3969,981.51,BR,0,0,0
3970,5767.62,US,12,0,0
3971,900.91,BR,5,0,1
3972,3200.26,AR,15,0,0
3973,1358.14,MX,11,0,0
3974,913.14,US,2,0,0
3975,2858.41,BR,11,0,0
3976,1329.19,MX,10,0,0
3977,745.56,BR,22,0,0
3978,2349.15,BR,1,0,0
3979,6074.77,US,16,0,0
3980,6377.91,BR,0,0,0
3981,833.74,BR,8,0,0
3982,8217.67,AR,21,0,0
3983,1530.66,AR,14,0,0
3984,178.67,AR,17,0,0
3985,2130.36,AR,19,0,0
3986,8656.83,BR,4,0,0
3987,103.91,MX,3,0,0
3988,1457.31,MX,6,0,0
3989,865.51,AR,18,0,0
3990,2108.9,AR,3,0,0
3991,1771.45,AR,7,0,0
3992,417.62,MX,6,0,0
3993,614.46,AR,10,0,0
3994,474.3,BR,1,0,0
3995,5256.39,MX,4,0,0
3996,215.93,US,14,0,0
3997,2134.65,CL,6,0,0
3998,5001.82,MX,16,0,0
3999,1352.77,MX,3,0,0
4000,14021.85,AR,23,0,0
4001,1822.55,AR,21,0,0
4002,5196.7,AR,19,0,0
4003,426.1,CL,5,0,0
4004,2203.19,BR,8,0,0
4005,128.24,BR,17,0,0
4006,2006.78,AR,11,0,0
4007,1009.47,MX,11,0,0
4008,120.57,AR,10,0,0
4009,2470.28,MX,16,0,0
4010,1419.53,MX,4,0,0
4011,567.25,MX,0,0,0
4012,717.31,MX,1,0,0
4013,751.45,CL,11,0,0
4014,712.63,AR,1,0,0
4015,1061.55,MX,19,0,0
4016,2126.08,AR,19,0,0
4017,953.43,BR,21,0,1
4018,451.61,MX,14,0,0
4019,1268.72,BR,0,0,0
4020,671.26,BR,19,0,0
4021,1656.78,MX,18,0,0
4022,553.56,AR,5,0,0
4023,3106.05,AR,22,0,0
4024,1251.69,BR,16,0,0
4025,469.89,AR,3,0,0
4026,1927.97,AR,19,0,0
4027,380.34,BR,4,0,0
4028,143.54,AR,10,0,0
4029,10491.44,AR,0,0,0
4030,25352.11,AR,0,0,0
4031,108.86,US,18,0,0
4032,1490.37,BR,5,0,0
4033,1681.27,CL,4,0,0
4034,960.35,MX,20,0,0
4035,2051.02,MX,12,0,0
4036,817.68,BR,19,0,0
4037,800.57,AR,10,0,0
4038,282.54,CL,5,0,0
4039,1272.02,US,7,0,0
4040,4380.9,MX,10,0,0
4041,3068.06,US,20,0,0
4042,784.08,BR,15,0,0
4043,1169.03,AR,0,0,0
4044,1438.65,MX,4,0,0
4045,184.68,BR,11,0,0
4046,1597.12,BR,1,0,1
4047,419.51,AR,3,0,0
4048,546.08,AR,7,0,0
4049,505.89,MX,15,0,0
4050,1620.93,BR,22,0,0
4051,205.52,CL,23,0,0
4052,2622.8,AR,21,0,0
4053,1185.09,BR,2,0,0
4054,390.04,MX,17,0,0
4055,2657.61,MX,18,0,0
4056,1780.09,CL,0,0,0
4057,2769.92,AR,17,0,0
4058,1890.26,AR,1,0,0
4059,412.32,AR,6,0,0
4060,819.51,BR,16,0,0
4061,597.88,CL,17,0,0
4062,533.46,AR,6,0,0
4063,347.33,AR,15,0,0
4064,165.58,AR,8,0,0
4065,390.61,MX,23,0,0
4066,917.53,MX,9,0,0
4067,5311.12,US,0,0,0
4068,263.65,AR,9,0,0
4069,178.59,MX,15,0,0
4070,433.74,BR,0,0,0
4071,698.46,US,3,0,0
4072,5631.0,CL,6,0,0
4073,359.57,US,22,0,0
4074,2720.27,MX,20,0,0
4075,451.3,AR,9,0,0
4076,652.04,CL,5,0,0
4077,3145.12,AR,8,0,0
4078,2185.44,US,15,0,0
4079,2731.5,AR,19,0,0
4080,160.79,US,23,0,0
4081,469.33,US,22,0,0
4082,519.0,BR,13,0,0
4083,1462.93,BR,5,0,1
4084,365.56,US,19,0,0
4085,637.97,BR,21,0,0
4086,546.18,MX,16,0,0
4087,245.29,US,10,0,1
4088,908.24,BR,12,0,0
4089,2895.21,AR,7,0,0
4090,387.6,MX,22,0,0
4091,903.7,AR,16,0,0
4092,1271.19,CL,4,0,0
4093,718.91,US,3,0,0
4094,1598.89,AR,18,0,0
4095,260.8,AR,15,0,0
4096,488.44,AR,22,0,0
4097,530.26,AR,7,0,0
4098,1641.25,BR,20,0,0
4099,547.93,AR,15,0,0
4100,651.16,AR,17,0,0
4101,2729.03,CL,19,0,0
4102,5492.83,MX,20,0,0
4103,402.6,AR,7,0,0
4104,3225.11,AR,11,0,0
4105,2205.4,CL,21,0,0
4106,632.34,US,14,0,0
4107,4158.57,MX,16,0,0
4108,589.48,AR,13,0,0
4109,390.85,AR,20,0,0
4110,321.76,AR,9,0,0
4111,774.97,CL,0,0,0
4112,282.66,CL,7,0,0
4113,5252.76,US,8,0,0
4114,2237.26,CL,15,0,0
4115,904.07,BR,23,0,0
4116,1521.17,AR,14,0,0
4117,2505.86,BR,20,0,0
4118,2447.2,AR,21,0,0
4119,4888.15,US,22,0,0
4120,2514.01,BR,20,0,1
4121,1077.28,MX,0,0,0
4122,230.56,AR,16,0,0
4123,1595.8,AR,14,0,0
4124,3019.76,AR,7,0,0
4125,4963.25,MX,4,0,0
4126,1684.88,AR,7,0,0
4127,1345.63,AR,10,0,0
4128,475.43,US,12,0,0
4129,650.42,AR,22,0,0
4130,4063.88,AR,0,0,0
4131,1067.27,MX,12,0,0
4132,782.23,MX,16,0,0
4133,2705.85,AR,7,0,0
4134,10772.66,AR,14,0,0
4135,212.22,BR,16,0,0
4136,6150.8,AR,10,0,0
4137,857.94,BR,2,0,0
4138,57.22,AR,5,0,0
4139,252.36,CL,20,0,0
4140,7204.65,CL,2,0,0
4141,1079.94,CL,23,0,0
4142,871.09,US,20,0,0
4143,7083.96,US,11,0,0
4144,348.66,AR,5,0,0
4145,1791.88,AR,23,0,0
4146,1182.17,MX,22,0,0
4147,3263.13,US,7,0,0
4148,2491.97,MX,3,0,0
4149,856.98,AR,3,0,0
4150,7065.78,US,4,0,0
4151,3637.64,AR,17,0,0
4152,44.5,CL,12,0,0
4153,1276.43,AR,5,0,0
4154,2705.05,AR,9,0,0
4155,5424.26,AR,22,0,0
4156,1440.31,BR,17,0,0
4157,4260.85,CL,0,0,0
4158,923.95,AR,5,0,0
4159,969.33,CL,19,0,0
4160,76.99,CL,7,0,0
4161,1363.19,US,17,0,0
4162,978.54,CL,10,0,0
4163,1917.71,CL,0,0,1
4164,2103.06,US,7,0,0
4165,175.18,BR,14,0,0
4166,480.22,AR,8,0,0
4167,2264.0,MX,21,0,0
4168,3035.4,BR,2,0,0
4169,1618.85,AR,7,0,0
4170,385.04,US,12,0,0
4171,1887.81,MX,22,0,0
4172,2469.4,BR,19,0,0
4173,6838.1,US,10,0,0
4174,2753.11,AR,21,0,0
4175,1343.32,BR,21,0,0
4176,1085.95,AR,17,0,0
4177,1365.68,AR,2,0,0
4178,304.27,US,18,0,1
4179,508.64,AR,17,0,0
4180,372.06,CL,10,0,0
4181,1327.65,MX,18,0,0
4182,4014.02,CL,4,0,0
4183,1077.87,CL,4,0,0
4184,371.56,US,5,0,0
4185,652.37,MX,2,0,0
4186,4523.67,CL,19,0,0
4187,1346.62,MX,7,0,0
4188,7151.85,BR,20,0,0
4189,2396.09,AR,0,0,0
4190,664.1,AR,11,0,0
4191,1099.7,MX,5,0,1
4192,165.1,BR,3,0,0
4193,1311.37,US,22,0,0
4194,1897.62,AR,5,0,0
4195,494.96,AR,12,0,0
4196,2258.96,US,8,0,0
4197,2313.49,AR,19,0,0
4198,888.29,BR,6,0,0
4199,1019.17,CL,20,0,0
4200,2770.43,BR,11,0,0
4201,1528.91,BR,19,0,0
4202,2135.98,BR,7,0,0
4203,940.38,AR,14,0,0
4204,5100.89,BR,10,0,0
4205,1562.16,AR,12,0,0
4206,621.92,AR,21,0,0
4207,1247.65,AR,15,0,0
4208,711.09,AR,17,0,1
4209,2287.86,CL,23,0,0
4210,171.71,BR,18,0,0
4211,1686.06,AR,2,0,0
4212,502.85,CL,23,0,0
4213,2161.96,AR,22,0,0
4214,4613.1,US,10,0,0
4215,540.25,CL,1,0,0
4216,3585.05,AR,15,0,0
4217,7342.07,BR,20,0,0
4218,2176.06,MX,9,0,0
4219,367.16,MX,20,0,0
4220,83.46,AR,3,0,1
4221,1037.13,US,10,0,0
4222,996.0,BR,12,0,0
4223,770.22,CL,0,0,0
4224,739.19,AR,19,0,0
4225,24.28,MX,17,0,0
4226,2573.6,US,9,0,0
4227,7073.37,AR,19,0,0
4228,556.69,MX,14,0,0
4229,692.1,CL,7,0,0
4230,1790.94,AR,1,0,0
4231,358.5,AR,20,0,0
4232,5207.69,BR,10,0,0
4233,1721.99,US,14,0,0
4234,1007.8,CL,17,0,0
4235,292.7,BR,16,0,0
4236,1305.99,AR,9,0,0
4237,791.2,AR,15,0,0
4238,2839.66,MX,22,0,0
4239,1111.39,AR,5,0,0
4240,1325.44,BR,16,0,0
4241,1968.55,AR,21,0,0
4242,1096.98,BR,0,0,0
4243,3327.99,MX,10,0,0
4244,1181.24,AR,13,0,0
4245,649.03,AR,19,0,0
4246,1178.07,CL,14,0,0
4247,510.23,AR,22,0,0
4248,3354.32,US,11,0,0
4249,1736.85,MX,6,0,0
4250,467.67,US,13,0,0
4251,8212.63,MX,17,0,0
4252,1252.12,US,18,0,0
4253,472.19,AR,16,0,0
4254,1180.86,US,21,0,0
4255,1388.45,BR,22,0,0
4256,5076.63,CL,14,0,0
4257,621.6,MX,6,0,0
4258,5721.55,BR,5,0,0
4259,6763.13,US,4,0,0
4260,4332.04,CL,14,0,0
4261,3598.24,US,7,0,0
4262,10172.51,US,4,0,0
4263,453.98,MX,11,0,0
4264,2561.15,AR,2,0,0
4265,2167.39,MX,8,0,0
4266,151.86,AR,4,0,0
4267,317.25,BR,16,0,0
4268,444.8,MX,5,0,0
4269,307.11,AR,16,0,0
4270,184.92,AR,4,0,0
4271,1066.54,BR,13,0,0
4272,320.47,MX,19,0,0
4273,975.33,MX,12,0,0
4274,176.24,BR,23,0,0
4275,571.88,US,16,0,0
4276,450.59,AR,7,0,0
4277,7076.88,AR,12,0,0
4278,1058.3,AR,17,0,0
4279,2568.02,AR,9,0,0
4280,118.65,US,3,0,0
4281,1429.43,CL,20,0,1
4282,10409.73,AR,17,0,0
4283,1067.68,AR,0,0,0
4284,2953.6,AR,8,0,0
4285,2186.99,MX,20,0,0
4286,1004.18,AR,2,0,0
4287,1310.86,MX,13,0,0
4288,555.08,MX,5,0,0
4289,1534.63,BR,9,0,0
4290,617.92,MX,11,0,0
4291,1491.25,AR,2,0,0
4292,271.01,BR,20,0,0
4293,477.98,AR,17,0,0
4294,1751.52,MX,16,0,1
4295,4642.38,BR,19,0,0
4296,6072.74,AR,22,0,0
4297,3655.61,AR,20,0,0
4298,1318.81,US,5,0,0
4299,1216.29,BR,19,0,0
4300,1103.83,CL,6,0,0
4301,1079.23,CL,8,0,0
4302,748.01,AR,11,0,0
4303,3982.57,MX,3,0,0
4304,3542.16,AR,0,0,0
4305,2341.29,AR,18,0,0
4306,873.88,BR,7,0,0
4307,235.44,US,2,0,0
4308,1062.23,AR,17,0,0
4309,219.02,BR,21,0,0
4310,497.09,AR,21,0,0
4311,242.14,AR,9,0,0
4312,1924.68,MX,19,0,0
4313,333.0,BR,7,0,0
4314,312.58,BR,10,0,0
4315,3629.53,CL,8,0,0
4316,1482.48,AR,3,0,0
4317,261.61,AR,17,0,0
4318,2466.63,MX,0,0,0
4319,62.19,MX,17,0,0
4320,829.56,AR,8,0,0
4321,1202.64,BR,2,0,0
4322,663.67,CL,19,0,0
4323,522.72,CL,7,0,0
4324,1758.35,MX,23,0,0
4325,6220.99,US,14,0,0
4326,2716.22,BR,15,0,0
4327,3692.9,US,20,0,0
4328,2638.36,AR,4,0,0
4329,346.37,CL,0,0,0
4330,1363.52,CL,4,0,0
4331,3429.25,US,23,0,0
4332,4150.56,CL,5,0,0
4333,2360.48,MX,14,0,0
4334,1508.17,CL,12,0,0
4335,1681.91,AR,13,0,0
4336,544.62,CL,5,0,0
4337,3031.21,BR,15,0,0
4338,1091.59,MX,14,0,0
4339,260.98,MX,13,0,0
4340,725.61,CL,13,0,0
4341,4006.15,US,0,0,0
4342,132.31,BR,8,0,0
4343,4342.88,BR,4,0,0
4344,783.05,BR,18,0,0
4345,41.95,AR,18,0,0
4346,211.23,AR,10,0,0
4347,4060.22,CL,22,0,0
4348,720.44,AR,10,0,0
4349,573.49,CL,17,0,0
4350,1035.23,AR,2,0,0
4351,3250.39,AR,20,0,0
4352,418.44,AR,15,0,0
4353,211.53,MX,11,0,0
4354,412.13,BR,11,0,0
4355,3051.66,CL,11,0,0
4356,443.79,AR,13,0,0
4357,319.42,MX,10,0,1
4358,1442.02,BR,22,0,0
4359,106.03,CL,23,0,0
4360,923.78,BR,20,0,0
4361,1890.28,US,13,0,0
4362,1215.78,BR,1,0,0
4363,160.34,MX,17,0,0
4364,4789.34,US,4,0,1
4365,3066.18,BR,2,0,0
4366,898.53,AR,15,0,0
4367,2893.25,AR,9,0,0
4368,1025.48,BR,13,0,0
4369,1851.67,AR,18,0,0
4370,615.03,AR,22,0,0
4371,512.25,MX,2,0,0
4372,6970.24,AR,6,0,0
4373,2104.49,AR,5,0,0
4374,1996.99,AR,1,0,0
4375,1360.6,AR,8,0,0
4376,696.51,US,23,0,0
4377,1331.66,BR,8,0,0
4378,376.41,US,17,0,0
4379,846.28,CL,11,0,0
4380,916.04,AR,17,0,0
4381,1588.19,US,23,0,0
4382,789.1,US,7,0,0
4383,202.04,BR,18,0,0
4384,14013.9,AR,0,0,0
4385,1208.27,US,5,0,0
4386,433.52,MX,9,0,0
4387,1129.92,BR,17,0,0
4388,1758.52,CL,14,0,0
4389,3654.18,AR,6,0,0
4390,598.22,AR,23,0,0
4391,2231.4,CL,12,0,0
4392,2250.43,MX,0,0,0
4393,12277.54,AR,6,0,0
4394,1596.05,US,15,0,0
4395,3011.6,AR,0,0,0
4396,3955.26,US,21,0,0
4397,1772.17,MX,17,0,0
4398,1193.76,US,17,0,0
4399,1117.36,MX,0,0,0
4400,1077.85,BR,21,0,0
4401,759.75,BR,0,0,0
4402,318.33,BR,14,0,0
4403,532.02,AR,14,0,0
4404,15273.35,US,18,0,0
4405,886.84,CL,9,0,0
4406,2918.43,AR,21,0,0
4407,4403.23,US,9,0,0
4408,3611.91,AR,8,0,0
4409,204.64,AR,13,0,0
4410,978.65,AR,0,0,0
4411,2189.93,CL,6,0,0
4412,864.71,AR,5,0,0
4413,7429.91,CL,7,0,0
4414,4269.36,BR,1,0,0
4415,1332.96,US,14,0,0
4416,3870.76,BR,8,0,0
4417,421.77,US,3,0,0
4418,1811.7,AR,0,0,0
4419,99.46,MX,10,0,0
4420,552.64,BR,9,0,0
4421,386.43,AR,2,0,0
4422,4724.61,AR,11,0,0
4423,532.55,CL,23,0,0
4424,129.32,MX,12,0,0
4425,980.23,BR,22,0,0
4426,803.02,MX,14,0,0
4427,592.3,BR,18,0,0
4428,771.23,US,16,0,0
4429,1186.73,BR,17,0,0
4430,1124.42,AR,11,0,0
4431,324.82,AR,23,0,0
4432,3358.87,MX,10,0,0
4433,487.2,AR,3,0,0
4434,376.28,AR,13,0,0
4435,1791.89,CL,15,0,0
4436,513.27,MX,6,0,0
4437,194.4,AR,10,0,0
4438,2190.21,MX,8,0,0
4439,316.65,US,0,0,0
4440,1570.91,AR,22,0,0
4441,2404.74,BR,8,0,0
4442,507.91,US,8,0,0
4443,1850.43,MX,15,0,0
4444,1235.27,AR,21,0,0
4445,1790.51,AR,3,0,0
4446,1541.67,BR,2,0,0
4447,672.27,BR,17,0,0
4448,1437.44,MX,9,0,0
4449,605.74,BR,16,0,0
4450,530.99,AR,14,0,0
